,arr_airport,arr_city,dept_airport,dept_city,duration_hrs,duration_mins,layover_hrs,layover_mins,leg_id,price,stops,total_hrs,total_mins,total_mins_final,total_time_mins,timestamp
16,SFO,San Francisco,NRT,Tokyo,2,30,"[2, 10]","[30, 50]",69919cfe8807122e0eda5354c8f275da,1163.0,1,12,80,720,800,1559792268.4028642
17,NRT,Tokyo,SFO,San Francisco,12,50,"[12, 3]","[50, 25]",b8fec4351b33f114bdd1f43063188596,913.0,1,15,75,900,975,1559792268.4028642
18,SFO,San Francisco,NRT,Tokyo,8,55,"[8, 2]","[55, 13]",d66e0f9f36100898cf99065d3c7f3440,5927.0,1,10,68,600,668,1559792268.4028642
19,NRT,Tokyo,SFO,San Francisco,5,28,"[5, 13]","[28, 5]",2c74e17092d61913cdb0605fa6f7c9e5,5927.0,1,18,33,1080,1113,1559792268.4028642
20,NRT,Tokyo,SFO,San Francisco,2,15,"[2, 10]","[15, 0]",53678486122b240f0cb854a8c279fab6,2237.0,1,12,15,720,735,1559792268.4028642
21,NRT,Tokyo,SFO,San Francisco,4,55,"[4, 4, 10]","[55, 9, 50]",8ce0e9356af31a4493547125800bf25b,2186.0,2,18,114,1080,1194,1559792268.4028642
22,NRT,Tokyo,SFO,San Francisco,10,20,"[10, 11]","[20, 0]",e679b45eed98aa39c332b25bc3c70111,6433.0,1,21,20,1260,1280,1559792268.4028642
23,NRT,Tokyo,SFO,San Francisco,5,28,"[5, 13]","[28, 5]",42b90fabf2db9a7a35797c0067361ca9,1347.0,1,18,33,1080,1113,1559792268.4028642
24,NRT,Tokyo,SFO,San Francisco,10,40,"[10, 9]","[40, 20]",9f917076567df86196298baf8f6e19f9,4657.0,1,19,60,1140,1200,1559792268.4028642
25,SFO,San Francisco,NRT,Tokyo,7,50,"[7, 5]","[50, 15]",c853fd62c9ba917ad1158675302408af,10787.0,1,12,65,720,785,1559792268.4028642
26,NRT,Tokyo,SFO,San Francisco,13,0,"[13, 11]","[0, 30]",dbd7a9d79ef00a320597b695fee4430d,1608.0,1,24,30,1440,1470,1559792268.4028642
27,NRT,Tokyo,SFO,San Francisco,1,39,"[1, 11]","[39, 15]",f51e81bed52574680534a9f864e8f535,2234.0,1,12,54,720,774,1559792268.4028642
